date;traffic-source;traffic-details;users;visits;pageviews;bounceRate;pageDepth;avgVisitDurationSeconds
2020-05-10;Direct traffic;;8;9;12;11,11111111;1,33333333;54,33333333
2020-05-10;Direct traffic;;1;1;1;0;1;15
2020-05-10;Link traffic;a.pr-cy.ru;2;2;2;100;1;0
2020-05-10;Link traffic;android-app;1;1;3;0;3;358
2020-05-10;Link traffic;link.2gis.ru;1;1;2;0;2;91
2020-05-10;Link traffic;spblib.ru;1;1;3;0;3;102
2020-05-10;Link traffic;youtube.com;1;1;1;0;1;15
2020-05-10;Search engine traffic;Yandex;3;3;3;0;1;15
2020-05-10;Search engine traffic;Yandex;1;1;1;0;1;15
2020-05-10;Search engine traffic;Google;2;2;2;50;1;7,5
2020-05-10;Search engine traffic;Google;7;7;8;28,57142857;1,14285714;13,28571429
2020-05-10;;;3;3;11;66,66666667;3,66666667;594,6666667
2020-05-10;Social network traffic;VKontakte;1;1;2;0;2;89
2020-05-10;Social network traffic;VKontakte;2;3;11;0;3,66666667;148,6666667
2020-05-10;Social network traffic;Moi Mir@Mail.ru;1;1;1;100;1;0
2020-05-10;Social network traffic;Twitter;1;1;1;0;1;29
2020-05-10;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-10;Recommendation system traffic;Yandex Zen;1;1;1;0;1;23
2020-05-11;Direct traffic;;3;3;4;0;1,33333333;44,66666667
2020-05-11;Search engine traffic;Yandex;1;1;6;0;6;952
2020-05-11;Search engine traffic;Yandex;2;2;9;0;4,5;114
2020-05-11;Search engine traffic;Google;2;2;2;50;1;8
2020-05-11;Search engine traffic;Google;6;6;12;50;2;186,1666667
2020-05-11;;;1;1;1;100;1;0
2020-05-11;Social network traffic;VKontakte;2;2;2;0;1;16,5
2020-05-11;Social network traffic;VKontakte;1;1;1;0;1;24
2020-05-11;Social network traffic;VKontakte;3;3;5;0;1,66666667;27
2020-05-11;Social network traffic;Twitter;1;1;1;0;1;16
2020-05-11;Social network traffic;Facebook;1;1;1;0;1;16
2020-05-12;Internal traffic;;1;1;1;0;1;15
2020-05-12;Direct traffic;;5;5;19;60;3,8;262
2020-05-12;Direct traffic;;3;4;27;0;6,75;407,75
2020-05-12;Direct traffic;;1;1;9;0;9;328
2020-05-12;Link traffic;liblenina.ru;1;1;5;0;5;97
2020-05-12;Link traffic;link.2gis.ru;2;2;2;0;1;15
2020-05-12;Link traffic;spblib.ru;3;3;4;0;1,33333333;152
2020-05-12;Search engine traffic;Yandex;3;3;5;0;1,66666667;145,6666667
2020-05-12;Search engine traffic;Yandex;1;1;3;0;3;1124
2020-05-12;Search engine traffic;Yandex;2;2;5;0;2,5;781,5
2020-05-12;Search engine traffic;Google;6;7;11;42,85714286;1,57142857;194,4285714
2020-05-12;Search engine traffic;Google;3;3;16;66,66666667;5,33333333;1025
2020-05-12;Search engine traffic;Google;8;11;54;27,27272727;4,90909091;192,0909091
2020-05-12;Search engine traffic;Mail.ru;1;1;1;0;1;15
2020-05-12;Social network traffic;VKontakte;5;5;7;20;1,4;19,6
2020-05-13;Internal traffic;;1;1;1;100;1;0
2020-05-13;Direct traffic;;8;9;44;22,22222222;4,88888889;670,8888889
2020-05-13;Direct traffic;;6;12;34;25;2,83333333;308,75
2020-05-13;Direct traffic;;2;2;329;0;164,5;1892,5
2020-05-13;Link traffic;liblenina.ru;1;2;16;0;8;1569,5
2020-05-13;Search engine traffic;Yandex;3;3;5;66,66666667;1,66666667;23
2020-05-13;Search engine traffic;Yandex;3;12;201;8,33333333;16,75;1070,416667
2020-05-13;Search engine traffic;Yandex;5;6;17;33,33333333;2,83333333;223,5
2020-05-13;Search engine traffic;Google;3;3;10;0;3,33333333;304
2020-05-13;Search engine traffic;Google;1;1;1;0;1;15
2020-05-13;Search engine traffic;Google;13;17;93;17,64705882;5,47058824;721,2941177
2020-05-13;Search engine traffic;Mail.ru;1;3;3;0;1;165,3333333
2020-05-13;Social network traffic;VKontakte;1;2;4;0;2;16
2020-05-13;Social network traffic;VKontakte;5;10;469;0;46,9;1374,5
2020-05-14;Internal traffic;;2;2;5;0;2,5;589,5
2020-05-14;Direct traffic;;5;5;7;40;1,4;15
2020-05-14;Direct traffic;;2;3;13;0;4,33333333;58,66666667
2020-05-14;Link traffic;liblenina.ru;1;1;4;0;4;2052
2020-05-14;Link traffic;spblib.ru;1;1;1;0;1;20
2020-05-14;Search engine traffic;Yandex;1;1;2;0;2;28
2020-05-14;Search engine traffic;Yandex;4;4;80;0;20;983,5
2020-05-14;Search engine traffic;Yandex;3;5;14;0;2,8;612
2020-05-14;Search engine traffic;Google;4;4;4;50;1;9
2020-05-14;Search engine traffic;Google;1;1;3;0;3;125
2020-05-14;Search engine traffic;Google;7;9;131;22,22222222;14,55555556;2064,111111
2020-05-14;Social network traffic;VKontakte;1;1;4;0;4;269
2020-05-14;Social network traffic;VKontakte;7;15;91;6,66666667;6,06666667;516,6666667
2020-05-15;Internal traffic;;1;1;1;0;1;14
2020-05-15;Internal traffic;;2;2;3;0;1,5;55,5
2020-05-15;Internal traffic;;1;1;1;0;1;15
2020-05-15;Direct traffic;;1;1;1;0;1;16
2020-05-15;Direct traffic;;1;1;1;100;1;0
2020-05-15;Direct traffic;;3;5;17;20;3,4;122,2
2020-05-15;Link traffic;liblenina.ru;1;1;13;0;13;508
2020-05-15;Link traffic;spblib.ru;1;1;1;0;1;28
2020-05-15;Link traffic;youtube.com;1;1;1;0;1;14
2020-05-15;Search engine traffic;Yandex;5;8;16;0;2;156,875
2020-05-15;Search engine traffic;Google;1;1;1;100;1;0
2020-05-15;Search engine traffic;Google;7;10;91;20;9,1;1376,4
2020-05-15;Search engine traffic;Bing;1;1;1;100;1;0
2020-05-15;Social network traffic;VKontakte;1;1;1;0;1;43
2020-05-15;Social network traffic;VKontakte;6;8;207;12,5;25,875;1268,625
2020-05-15;Social network traffic;Twitter;1;1;1;0;1;34
2020-05-15;Social network traffic;instagram.com;1;1;1;0;1;15
2020-05-15;Social network traffic;Odnoklassniki;1;1;2;0;2;24
2020-05-15;Recommendation system traffic;Yandex Zen;1;1;1;0;1;15
2020-05-16;Direct traffic;;2;2;9;0;4,5;713,5
2020-05-16;Link traffic;liblenina.ru;1;1;2;0;2;342
2020-05-16;Link traffic;liblenina.ru;1;1;8;0;8;1003
2020-05-16;Link traffic;ptichka.me;1;1;1;0;1;14
2020-05-16;Search engine traffic;Yandex;1;1;2;0;2;473
2020-05-16;Search engine traffic;Yandex;1;1;1;0;1;15
2020-05-16;Search engine traffic;Yandex;5;6;25;0;4,16666667;311,1666667
2020-05-16;Search engine traffic;Google;3;3;4;33,33333333;1,33333333;33,66666667
2020-05-16;Search engine traffic;Google;1;1;1;0;1;15
2020-05-16;Search engine traffic;Google;2;2;3;0;1,5;11
2020-05-16;Social network traffic;VKontakte;1;1;1;100;1;0
2020-05-16;Social network traffic;VKontakte;2;2;2;50;1;7
2020-05-16;Social network traffic;VKontakte;6;7;13;14,28571429;1,85714286;31,85714286
2020-05-16;Social network traffic;Odnoklassniki;1;1;1;0;1;30
2020-05-17;Direct traffic;;3;3;17;0;5,66666667;594
2020-05-17;Direct traffic;;2;2;4;0;2;37,5
2020-05-17;Link traffic;liblenina.ru;1;1;1;0;1;21
2020-05-17;Link traffic;spblib.ru;1;1;2;0;2;268
2020-05-17;Link traffic;youtube.com;1;1;2;0;2;61
2020-05-17;Link traffic;youtube.com;1;1;1;0;1;17
2020-05-17;Search engine traffic;Yandex;4;4;14;0;3,5;127
2020-05-17;Search engine traffic;Yandex;3;3;22;0;7,33333333;917,3333333
2020-05-17;Search engine traffic;Yandex;4;7;12;0;1,71428571;204,4285714
2020-05-17;Search engine traffic;Google;1;2;8;0;4;63
2020-05-17;Search engine traffic;Google;7;7;7;28,57142857;1;27,28571429
2020-05-17;Social network traffic;VKontakte;1;1;2;0;2;12
2020-05-17;Social network traffic;VKontakte;5;8;24;12,5;3;69,625
2020-05-17;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-18;Internal traffic;;9;10;323;0;32,3;504,3
2020-05-18;Internal traffic;;1;1;1;0;1;15
2020-05-18;Internal traffic;;1;1;1;0;1;19
2020-05-18;Direct traffic;;149;186;321;11,29032258;1,72580645;201,4677419
2020-05-18;Direct traffic;;73;90;166;2,22222222;1,84444444;217,9333333
2020-05-18;Direct traffic;;218;288;777;4,51388889;2,69791667;402,7222222
2020-05-18;Link traffic;android-app;1;1;1;0;1;14
2020-05-18;Link traffic;android-app;1;2;4;0;2;158,5
2020-05-18;Link traffic;crdb-petr.ucoz.ru;1;1;4;0;4;430
2020-05-18;Link traffic;liblenina.ru;1;4;160;0;40;4347,25
2020-05-18;Search engine traffic;Yandex;3;4;13;0;3,25;383
2020-05-18;Search engine traffic;Yandex;6;8;105;0;13,125;1765,375
2020-05-18;Search engine traffic;Yandex;20;34;102;5,88235294;3;641,0882353
2020-05-18;Search engine traffic;Google;5;5;10;20;2;35,2
2020-05-18;Search engine traffic;Google;7;9;20;22,22222222;2,22222222;483,3333333
2020-05-18;Search engine traffic;Google;16;32;317;3,125;9,90625;2124,125
2020-05-18;Search engine traffic;Mail.ru;1;7;17;0;2,42857143;16,14285714
2020-05-18;;;2;2;2;100;1;0
2020-05-18;Social network traffic;VKontakte;99;119;171;5,88235294;1,43697479;160,4957983
2020-05-18;Social network traffic;VKontakte;49;55;153;1,81818182;2,78181818;416,0363636
2020-05-18;Social network traffic;VKontakte;217;299;572;3,01003344;1,91304348;373,1538462
2020-05-18;Social network traffic;Facebook;1;1;2;0;2;72
2020-05-18;Social network traffic;Facebook;1;1;3;0;3;2322
2020-05-18;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-19;Internal traffic;;3;3;3;66,66666667;1;5
2020-05-19;Internal traffic;;2;2;4;0;2;53,5
2020-05-19;Internal traffic;;1;1;27;0;27;325
2020-05-19;Direct traffic;;154;192;1074;14,58333333;5,59375;234,9583333
2020-05-19;Direct traffic;;88;114;183;8,77192982;1,60526316;202,0526316
2020-05-19;Direct traffic;;138;193;417;9,84455959;2,16062176;269,880829
2020-05-19;Link traffic;android-app;1;1;1;0;1;14
2020-05-19;Link traffic;click.mail.ru;1;2;2;0;1;13
2020-05-19;Link traffic;liblenina.ru;1;1;5;0;5;1390
2020-05-19;Link traffic;youtube.com;1;1;1;0;1;16
2020-05-19;Search engine traffic;DuckDuckGo;1;1;1;100;1;0
2020-05-19;Search engine traffic;Yandex;5;5;13;0;2,6;88
2020-05-19;Search engine traffic;Yandex;15;19;50;0;2,63157895;80
2020-05-19;Search engine traffic;Yandex;10;18;53;0;2,94444444;254,6666667
2020-05-19;Search engine traffic;Google;8;8;17;0;2,125;32,625
2020-05-19;Search engine traffic;Google;17;32;169;6,25;5,28125;1086,75
2020-05-19;Search engine traffic;Mail.ru;1;1;1;0;1;15
2020-05-19;;;1;2;4;0;2;38
2020-05-19;Social network traffic;VKontakte;44;51;62;11,76470588;1,21568627;66,80392157
2020-05-19;Social network traffic;VKontakte;29;45;70;20;1,55555556;107,7555556
2020-05-19;Social network traffic;VKontakte;115;204;345;8,33333333;1,69117647;395,5196078
2020-05-19;Social network traffic;Moi Mir@Mail.ru;1;1;1;0;1;14
2020-05-19;Social network traffic;Moi Mir@Mail.ru;1;1;2;0;2;24
2020-05-19;Social network traffic;Facebook;2;2;3;50;1,5;53
2020-05-19;Social network traffic;Facebook;1;1;1;0;1;31
2020-05-19;Social network traffic;instagram.com;3;3;3;33,33333333;1;10
2020-05-19;Social network traffic;Odnoklassniki;2;2;3;0;1,5;182,5
2020-05-20;Internal traffic;;71;74;628;24,32432432;8,48648649;108,7432432
2020-05-20;Direct traffic;;113;126;409;22,22222222;3,24603175;181,8412698
2020-05-20;Direct traffic;;41;55;89;1,81818182;1,61818182;207,3636364
2020-05-20;Direct traffic;;104;140;217;9,28571429;1,55;215,8357143
2020-05-20;Link traffic;liblenina.ru;2;3;36;0;12;1677,333333
2020-05-20;Link traffic;spblib.ru;1;1;4;0;4;196
2020-05-20;Link traffic;youtube.com;1;3;8;0;2,66666667;1975
2020-05-20;Search engine traffic;Yandex;10;10;29;0;2,9;406,7
2020-05-20;Search engine traffic;Yandex;4;4;10;0;2,5;16,25
2020-05-20;Search engine traffic;Yandex;11;25;155;4;6,2;434,28
2020-05-20;Search engine traffic;Google;2;3;4;66,66666667;1,33333333;12
2020-05-20;Search engine traffic;Google;1;1;3;0;3;63
2020-05-20;Search engine traffic;Google;15;27;124;7,40740741;4,59259259;1001,62963
2020-05-20;;;1;1;1;100;1;0
2020-05-20;Social network traffic;VKontakte;90;99;137;8,08080808;1,38383838;94,73737374
2020-05-20;Social network traffic;VKontakte;44;51;155;5,88235294;3,03921569;497,9803922
2020-05-20;Social network traffic;VKontakte;179;248;437;4,43548387;1,76209677;360,8548387
2020-05-20;Social network traffic;Facebook;2;2;2;0;1;22,5
2020-05-20;Social network traffic;Facebook;3;3;4;0;1,33333333;52,66666667
2020-05-20;Social network traffic;Facebook;9;9;11;0;1,22222222;26,33333333
2020-05-20;Social network traffic;instagram.com;11;11;16;18,18181818;1,45454545;191,0909091
2020-05-20;Social network traffic;instagram.com;1;1;1;100;1;0
2020-05-20;Social network traffic;instagram.com;3;3;6;0;2;92,33333333
2020-05-20;Recommendation system traffic;Yandex Zen;1;1;2;0;2;33
2020-05-21;Internal traffic;;82;84;1200;63,0952381;14,28571429;154,9642857
2020-05-21;Internal traffic;;2;2;2;0;1;16,5
2020-05-21;Internal traffic;;2;8;9;0;1,125;13,375
2020-05-21;Direct traffic;;242;270;389;12,96296296;1,44074074;91,21851852
2020-05-21;Direct traffic;;58;78;133;14,1025641;1,70512821;107,6923077
2020-05-21;Direct traffic;;164;229;409;7,86026201;1,7860262;194,3668122
2020-05-21;Link traffic;android-app;1;1;1;100;1;0
2020-05-21;Link traffic;android-app;1;1;1;0;1;15
2020-05-21;Link traffic;cameleo.xyz;1;1;3;0;3;29
2020-05-21;Link traffic;click.mail.ru;2;4;50;0;12,5;4343,75
2020-05-21;Link traffic;cyclowiki.org;1;1;1;100;1;0
2020-05-21;Link traffic;dvizh.app;1;1;1;100;1;0
2020-05-21;Link traffic;liblenina.ru;1;1;6;0;6;567
2020-05-21;Link traffic;noblockme.ru;1;1;2;0;2;12
2020-05-21;Link traffic;spblib.ru;1;1;9;0;9;389
2020-05-21;Link traffic;youtube.com;2;3;3;33,33333333;1;10
2020-05-21;Search engine traffic;DuckDuckGo;2;2;5;0;2,5;40
2020-05-21;Search engine traffic;Yandex;11;11;32;0;2,90909091;120,2727273
2020-05-21;Search engine traffic;Yandex;6;8;26;0;3,25;133,75
2020-05-21;Search engine traffic;Yandex;14;32;138;0;4,3125;612,25
2020-05-21;Search engine traffic;Google;21;22;67;13,63636364;3,04545455;263,9090909
2020-05-21;Search engine traffic;Google;5;5;11;20;2,2;35,8
2020-05-21;Search engine traffic;Google;16;25;199;20;7,96;1571,16
2020-05-21;Search engine traffic;Yahoo!;1;1;4;0;4;155
2020-05-21;;;1;1;1;100;1;0
2020-05-21;Social network traffic;VKontakte;100;110;171;10,90909091;1,55454545;103,5181818
2020-05-21;Social network traffic;VKontakte;40;50;179;10;3,58;389,04
2020-05-21;Social network traffic;VKontakte;180;304;556;6,25;1,82894737;405,3026316
2020-05-21;Social network traffic;Facebook;8;9;14;11,11111111;1,55555556;178,2222222
2020-05-21;Social network traffic;Facebook;1;2;3;0;1,5;45,5
2020-05-21;Social network traffic;Facebook;9;10;16;20;1,6;263,3
2020-05-21;Social network traffic;instagram.com;6;6;8;0;1,33333333;192,5
2020-05-21;Social network traffic;Odnoklassniki;4;5;6;20;1,2;107,8
2020-05-21;Recommendation system traffic;Yandex Zen;1;1;1;0;1;128
2020-05-22;Internal traffic;;4;4;943;25;235,75;2356,25
2020-05-22;Internal traffic;;1;2;2;0;1;15,5
2020-05-22;Direct traffic;;344;434;995;53,4562212;2,29262673;151,8502304
2020-05-22;Direct traffic;;53;75;118;6,66666667;1,57333333;162,7466667
2020-05-22;Direct traffic;;144;186;343;8,60215054;1,84408602;322,3225807
2020-05-22;Link traffic;android-app;1;1;3;0;3;860
2020-05-22;Link traffic;click.mail.ru;1;1;3;0;3;34
2020-05-22;Link traffic;click.mail.ru;2;2;2;0;1;15
2020-05-22;Link traffic;liblenina.ru;1;3;90;0;30;4104,333333
2020-05-22;Link traffic;yandex.ru;1;1;1;100;1;0
2020-05-22;Link traffic;youtube.com;1;1;1;0;1;15
2020-05-22;Search engine traffic;DuckDuckGo;2;5;6;80;1,2;26,6
2020-05-22;Search engine traffic;Yandex;3;3;13;0;4,33333333;261
2020-05-22;Search engine traffic;Yandex;2;2;3;0;1,5;15
2020-05-22;Search engine traffic;Yandex;11;18;54;11,11111111;3;199,1111111
2020-05-22;Search engine traffic;Google;6;6;13;0;2,16666667;48,5
2020-05-22;Search engine traffic;Google;3;5;18;20;3,6;174,8
2020-05-22;Search engine traffic;Google;16;24;103;8,33333333;4,29166667;936,75
2020-05-22;;;2;5;11;20;2,2;147,4
2020-05-22;Social network traffic;VKontakte;69;79;159;15,18987342;2,01265823;299,2531646
2020-05-22;Social network traffic;VKontakte;37;51;132;5,88235294;2,58823529;288,9607843
2020-05-22;Social network traffic;VKontakte;121;204;422;1,96078431;2,06862745;386,0833333
2020-05-22;Social network traffic;Facebook;5;9;9;33,33333333;1;10,22222222
2020-05-22;Social network traffic;Facebook;2;2;2;0;1;15
2020-05-22;Social network traffic;instagram.com;28;28;35;35,71428571;1,25;33,89285714
2020-05-22;Social network traffic;instagram.com;4;5;7;20;1,4;51,2
2020-05-22;Social network traffic;instagram.com;14;16;24;25;1,5;112,1875
2020-05-22;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-22;Social network traffic;Odnoklassniki;2;2;3;0;1,5;72
2020-05-22;Social network traffic;Odnoklassniki;11;12;22;16,66666667;1,83333333;255,4166667
2020-05-23;Internal traffic;;2;2;3;0;1,5;15,5
2020-05-23;Direct traffic;;173;198;1042;42,92929293;5,26262626;62,2979798
2020-05-23;Direct traffic;;22;26;35;3,84615385;1,34615385;101,3076923
2020-05-23;Direct traffic;;72;103;163;9,70873786;1,58252427;197,9029126
2020-05-23;Link traffic;android-app;2;2;5;0;2,5;189
2020-05-23;Link traffic;liblenina.ru;1;2;49;0;24,5;2900,5
2020-05-23;Link traffic;youtube.com;2;7;7;0;1;87
2020-05-23;Search engine traffic;DuckDuckGo;1;1;1;100;1;0
2020-05-23;Search engine traffic;Yandex;1;1;1;0;1;20
2020-05-23;Search engine traffic;Yandex;12;23;59;0;2,56521739;476,6956522
2020-05-23;Search engine traffic;Google;4;6;16;0;2,66666667;477,5
2020-05-23;Search engine traffic;Google;2;6;13;0;2,16666667;64,5
2020-05-23;Search engine traffic;Google;11;23;55;4,34782609;2,39130435;427,3478261
2020-05-23;Search engine traffic;Bing;1;1;1;100;1;0
2020-05-23;;;3;3;5;33,33333333;1,66666667;54,66666667
2020-05-23;Social network traffic;VKontakte;58;63;73;20,63492063;1,15873016;43,73015873
2020-05-23;Social network traffic;VKontakte;24;38;80;0;2,10526316;238,8421053
2020-05-23;Social network traffic;VKontakte;87;148;255;6,08108108;1,72297297;356,8310811
2020-05-23;Social network traffic;Facebook;5;5;5;40;1;9
2020-05-23;Social network traffic;instagram.com;11;11;14;27,27272727;1,27272727;33,27272727
2020-05-23;Social network traffic;instagram.com;7;11;12;36,36363636;1,09090909;17,36363636
2020-05-23;Social network traffic;Odnoklassniki;5;5;9;0;1,8;161,2
2020-05-23;Social network traffic;Odnoklassniki;5;5;8;0;1,6;119,8
2020-05-24;Internal traffic;;65;65;68;75,38461538;1,04615385;10,64615385
2020-05-24;Internal traffic;;1;1;1;100;1;0
2020-05-24;Internal traffic;;1;1;2;0;2;139
2020-05-24;Direct traffic;;346;414;2415;56,03864734;5,83333333;171,4275362
2020-05-24;Direct traffic;;37;41;65;7,31707317;1,58536585;146,8292683
2020-05-24;Direct traffic;;97;133;326;6,01503759;2,45112782;368,6165414
2020-05-24;Link traffic;android-app;2;2;2;50;1;7,5
2020-05-24;Link traffic;spblib.ru;1;1;1;0;1;15
2020-05-24;Link traffic;youtube.com;1;1;1;0;1;39
2020-05-24;Link traffic;youtube.com;1;4;7;0;1,75;576
2020-05-24;Search engine traffic;DuckDuckGo;2;4;7;50;1,75;549
2020-05-24;Search engine traffic;Yandex;3;3;7;0;2,33333333;34
2020-05-24;Search engine traffic;Yandex;3;3;6;0;2;23,33333333
2020-05-24;Search engine traffic;Yandex;9;19;56;10,52631579;2,94736842;417,631579
2020-05-24;Search engine traffic;Google;11;18;46;5,55555556;2,55555556;428
2020-05-24;Search engine traffic;Google;2;3;8;0;2,66666667;155,3333333
2020-05-24;Search engine traffic;Google;12;22;99;4,54545455;4,5;1032,727273
2020-05-24;Search engine traffic;Yahoo!;1;1;3;0;3;173
2020-05-24;;;3;3;5;66,66666667;1,66666667;97
2020-05-24;Social network traffic;VKontakte;66;77;116;16,88311688;1,50649351;152,2597403
2020-05-24;Social network traffic;VKontakte;42;59;152;5,08474576;2,57627119;483,9830509
2020-05-24;Social network traffic;VKontakte;100;180;383;8,33333333;2,12777778;583,6333333
2020-05-24;Social network traffic;Facebook;3;3;5;0;1,66666667;45
2020-05-24;Social network traffic;instagram.com;11;12;14;50;1,16666667;10
2020-05-24;Social network traffic;instagram.com;1;1;2;0;2;43
2020-05-24;Social network traffic;instagram.com;6;8;8;37,5;1;9,5
2020-05-24;Social network traffic;Odnoklassniki;2;2;3;0;1,5;19
2020-05-24;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-24;Social network traffic;Odnoklassniki;1;1;3;0;3;2016
2020-05-25;Internal traffic;;15;15;17;40;1,13333333;38,06666667
2020-05-25;Internal traffic;;2;2;2;0;1;16
2020-05-25;Direct traffic;;41;45;383;28,88888889;8,51111111;216,5333333
2020-05-25;Direct traffic;;23;25;29;24;1,16;103,4
2020-05-25;Direct traffic;;44;69;116;8,69565217;1,68115942;238,6956522
2020-05-25;Link traffic;crdb-petr.ucoz.ru;1;1;1;0;1;15
2020-05-25;Link traffic;liblenina.ru;1;2;85;0;42,5;8974
2020-05-25;Link traffic;link.2gis.ru;1;1;2;0;2;24
2020-05-25;Link traffic;youtube.com;2;3;4;0;1,33333333;17
2020-05-25;Search engine traffic;Yandex;3;5;12;0;2,4;25,2
2020-05-25;Search engine traffic;Yandex;1;1;49;0;49;3917
2020-05-25;Search engine traffic;Yandex;18;26;76;11,53846154;2,92307692;117,4230769
2020-05-25;Search engine traffic;Google;8;14;25;21,42857143;1,78571429;208,2142857
2020-05-25;Search engine traffic;Google;6;8;33;25;4,125;618,75
2020-05-25;Search engine traffic;Google;18;27;176;7,40740741;6,51851852;1322,148148
2020-05-25;Search engine traffic;Mail.ru;1;1;2;0;2;154
2020-05-25;Search engine traffic;Bing;2;2;9;50;4,5;839
2020-05-25;Social network traffic;VKontakte;41;51;86;17,64705882;1,68627451;167,4313726
2020-05-25;Social network traffic;VKontakte;20;26;46;3,84615385;1,76923077;117,8461539
2020-05-25;Social network traffic;VKontakte;52;85;149;7,05882353;1,75294118;242,0117647
2020-05-25;Social network traffic;instagram.com;5;5;9;20;1,8;384,8
2020-05-25;Social network traffic;instagram.com;2;2;17;50;8,5;1605,5
2020-05-26;Internal traffic;;1;2;3;0;1,5;30,5
2020-05-26;Internal traffic;;1;1;1;100;1;0
2020-05-26;Internal traffic;;2;2;8;0;4;464,5
2020-05-26;Direct traffic;;26;31;41;32,25806452;1,32258065;50,70967742
2020-05-26;Direct traffic;;5;6;8;0;1,33333333;85,16666667
2020-05-26;Direct traffic;;22;25;818;12;32,72;222,8
2020-05-26;Link traffic;click.mail.ru;2;2;2;0;1;14,5
2020-05-26;Link traffic;liblenina.ru;1;3;97;0;32,33333333;4982,333333
2020-05-26;Link traffic;link.2gis.ru;1;1;1;0;1;19
2020-05-26;Link traffic;simpoll.ru;1;1;5;0;5;175
2020-05-26;Link traffic;spbcult.ru;2;2;2;0;1;15,5
2020-05-26;Link traffic;spbcult.ru;1;1;2;0;2;326
2020-05-26;Link traffic;spbcult.ru;3;3;3;66,66666667;1;5
2020-05-26;Search engine traffic;Yandex;4;4;7;0;1,75;395,75
2020-05-26;Search engine traffic;Yandex;3;3;3;0;1;10
2020-05-26;Search engine traffic;Yandex;12;16;144;12,5;9;752,1875
2020-05-26;Search engine traffic;Google;4;5;11;40;2,2;141
2020-05-26;Search engine traffic;Google;5;5;12;0;2,4;313
2020-05-26;Search engine traffic;Google;15;19;133;5,26315789;7;1387
2020-05-26;Social network traffic;VKontakte;6;8;12;0;1,5;18,125
2020-05-26;Social network traffic;VKontakte;4;6;12;0;2;54,33333333
2020-05-26;Social network traffic;VKontakte;22;25;64;12;2,56;79,04
2020-05-26;Social network traffic;Twitter;1;1;1;0;1;15
2020-05-26;Social network traffic;Facebook;1;1;1;0;1;15
2020-05-26;Social network traffic;Odnoklassniki;1;1;4;0;4;183
2020-05-26;Social network traffic;Odnoklassniki;2;2;3;0;1,5;20,5
2020-05-27;Internal traffic;;1;1;1;0;1;15
2020-05-27;Direct traffic;;52;52;59;15,38461538;1,13461538;41,38461538
2020-05-27;Direct traffic;;5;5;10;0;2;76,8
2020-05-27;Direct traffic;;19;22;881;18,18181818;40,04545455;357,8181818
2020-05-27;Link traffic;liblenina.ru;1;3;88;0;29,33333333;3528
2020-05-27;Link traffic;link.2gis.ru;1;1;1;0;1;79
2020-05-27;Link traffic;mail.rambler.ru;1;1;1;0;1;15
2020-05-27;Link traffic;mail.yandex.ru;1;1;1;100;1;0
2020-05-27;Link traffic;youtube.com;1;1;1;0;1;15
2020-05-27;Search engine traffic;Yandex;3;3;5;0;1,66666667;33
2020-05-27;Search engine traffic;Yandex;1;1;1;0;1;15
2020-05-27;Search engine traffic;Yandex;11;12;93;0;7,75;299,5833333
2020-05-27;Search engine traffic;Google;4;6;9;33,33333333;1,5;17,5
2020-05-27;Search engine traffic;Google;5;6;18;16,66666667;3;76,66666667
2020-05-27;Search engine traffic;Google;9;12;94;33,33333333;7,83333333;1372,75
2020-05-27;Social network traffic;VKontakte;6;6;10;0;1,66666667;75,83333333
2020-05-27;Social network traffic;VKontakte;1;1;1;0;1;21
2020-05-27;Social network traffic;VKontakte;22;24;58;12,5;2,41666667;126,625
2020-05-27;Social network traffic;instagram.com;1;1;3;0;3;126
2020-05-28;Internal traffic;;1;1;1;100;1;0
2020-05-28;Internal traffic;;2;2;8;0;4;223
2020-05-28;Direct traffic;;30;33;35;9,09090909;1,06060606;50,57575758
2020-05-28;Direct traffic;;3;3;6;0;2;55,33333333
2020-05-28;Direct traffic;;18;23;112;13,04347826;4,86956522;55,56521739
2020-05-28;Link traffic;liblenina.ru;1;1;6;0;6;966
2020-05-28;Link traffic;youtube.com;1;1;1;0;1;15
2020-05-28;Search engine traffic;Yandex;1;1;2;0;2;10
2020-05-28;Search engine traffic;Yandex;8;11;208;0;18,90909091;896,1818182
2020-05-28;Search engine traffic;Google;4;5;5;80;1;2,8
2020-05-28;Search engine traffic;Google;2;2;3;0;1,5;13
2020-05-28;Search engine traffic;Google;7;11;63;18,18181818;5,72727273;916,9090909
2020-05-28;Social network traffic;VKontakte;4;4;7;25;1,75;99,5
2020-05-28;Social network traffic;VKontakte;1;1;1;0;1;14
2020-05-28;Social network traffic;VKontakte;18;21;37;9,52380952;1,76190476;69,42857143
2020-05-28;Social network traffic;Twitter;1;1;1;0;1;15
2020-05-28;Social network traffic;Facebook;1;1;1;0;1;20
2020-05-28;Social network traffic;Odnoklassniki;1;1;1;0;1;15
2020-05-29;Internal traffic;;5;6;7;66,66666667;1,16666667;33,83333333
